filename,genre
pop.00070.wav,pop
reggae.00046.wav,reggae
reggae.00096.wav,reggae
pop.00061.wav,pop
jazz.00083.wav,jazz
metal.00087.wav,metal
rock.00089.wav,rock
rock.00015.wav,rock
disco.00063.wav,disco
metal.00006.wav,metal
hiphop.00096.wav,hiphop
jazz.00072.wav,jazz
disco.00092.wav,disco
hiphop.00037.wav,hiphop
rock.00037.wav,rock
metal.00018.wav,metal
disco.00005.wav,disco
hiphop.00063.wav,hiphop
hiphop.00053.wav,hiphop
pop.00013.wav,pop
pop.00018.wav,pop
pop.00085.wav,pop
rock.00079.wav,rock
blues.00054.wav,blues
disco.00094.wav,disco
hiphop.00050.wav,hiphop
pop.00022.wav,pop
classical.00030.wav,classical
country.00065.wav,country
jazz.00058.wav,jazz
hiphop.00052.wav,hiphop
classical.00053.wav,classical
reggae.00010.wav,reggae
metal.00047.wav,metal
rock.00027.wav,rock
jazz.00073.wav,jazz
pop.00052.wav,pop
pop.00038.wav,pop
rock.00095.wav,rock
disco.00057.wav,disco
country.00024.wav,country
classical.00039.wav,classical
country.00070.wav,country
rock.00090.wav,rock
blues.00019.wav,blues
classical.00083.wav,classical
disco.00061.wav,disco
blues.00078.wav,blues
hiphop.00057.wav,hiphop
classical.00072.wav,classical
country.00037.wav,country
rock.00068.wav,rock
rock.00031.wav,rock
hiphop.00071.wav,hiphop
hiphop.00084.wav,hiphop
hiphop.00082.wav,hiphop
hiphop.00091.wav,hiphop
rock.00043.wav,rock
jazz.00075.wav,jazz
pop.00043.wav,pop
jazz.00055.wav,jazz
classical.00016.wav,classical
metal.00056.wav,metal
hiphop.00067.wav,hiphop
rock.00042.wav,rock
hiphop.00029.wav,hiphop
pop.00086.wav,pop
metal.00010.wav,metal
metal.00057.wav,metal
hiphop.00062.wav,hiphop
metal.00054.wav,metal
reggae.00004.wav,reggae
jazz.00082.wav,jazz
rock.00078.wav,rock
country.00046.wav,country
jazz.00037.wav,jazz
classical.00021.wav,classical
reggae.00099.wav,reggae
metal.00022.wav,metal
metal.00017.wav,metal
classical.00091.wav,classical
country.00090.wav,country
metal.00079.wav,metal
classical.00014.wav,classical
jazz.00046.wav,jazz
hiphop.00002.wav,hiphop
jazz.00098.wav,jazz
disco.00073.wav,disco
reggae.00053.wav,reggae
disco.00067.wav,disco
pop.00029.wav,pop
blues.00068.wav,blues
jazz.00096.wav,jazz
hiphop.00083.wav,hiphop
disco.00035.wav,disco
hiphop.00021.wav,hiphop
blues.00039.wav,blues
country.00033.wav,country
jazz.00049.wav,jazz
classical.00085.wav,classical
hiphop.00024.wav,hiphop
pop.00094.wav,pop
blues.00092.wav,blues
rock.00094.wav,rock
jazz.00015.wav,jazz
classical.00062.wav,classical
country.00012.wav,country
jazz.00004.wav,jazz
country.00039.wav,country
country.00013.wav,country
blues.00080.wav,blues
pop.00008.wav,pop
metal.00086.wav,metal
classical.00005.wav,classical
classical.00079.wav,classical
metal.00016.wav,metal
rock.00033.wav,rock
jazz.00014.wav,jazz
country.00017.wav,country
rock.00048.wav,rock
rock.00066.wav,rock
classical.00044.wav,classical
jazz.00069.wav,jazz
disco.00093.wav,disco
disco.00082.wav,disco
pop.00014.wav,pop
blues.00066.wav,blues
pop.00078.wav,pop
rock.00030.wav,rock
reggae.00059.wav,reggae
rock.00055.wav,rock
disco.00047.wav,disco
jazz.00028.wav,jazz
jazz.00017.wav,jazz
hiphop.00074.wav,hiphop
jazz.00061.wav,jazz
rock.00017.wav,rock
rock.00002.wav,rock
reggae.00073.wav,reggae
metal.00097.wav,metal
metal.00038.wav,metal
pop.00037.wav,pop
blues.00022.wav,blues
pop.00010.wav,pop
reggae.00035.wav,reggae
rock.00010.wav,rock
hiphop.00081.wav,hiphop
disco.00076.wav,disco
jazz.00007.wav,jazz
jazz.00067.wav,jazz
classical.00015.wav,classical
blues.00036.wav,blues
country.00043.wav,country
country.00066.wav,country
blues.00001.wav,blues
reggae.00006.wav,reggae
disco.00033.wav,disco
pop.00034.wav,pop
country.00001.wav,country
classical.00033.wav,classical
metal.00012.wav,metal
blues.00016.wav,blues
hiphop.00086.wav,hiphop
jazz.00047.wav,jazz
jazz.00095.wav,jazz
reggae.00037.wav,reggae
pop.00088.wav,pop
rock.00029.wav,rock
pop.00050.wav,pop
jazz.00078.wav,jazz
jazz.00092.wav,jazz
metal.00099.wav,metal
classical.00048.wav,classical
blues.00058.wav,blues
classical.00002.wav,classical
country.00068.wav,country
reggae.00048.wav,reggae
hiphop.00030.wav,hiphop
disco.00032.wav,disco
pop.00028.wav,pop
country.00095.wav,country
blues.00063.wav,blues
reggae.00030.wav,reggae
reggae.00009.wav,reggae
classical.00061.wav,classical
classical.00010.wav,classical
country.00041.wav,country
hiphop.00046.wav,hiphop
metal.00098.wav,metal
classical.00099.wav,classical
rock.00059.wav,rock
hiphop.00056.wav,hiphop
blues.00053.wav,blues
hiphop.00034.wav,hiphop
metal.00037.wav,metal
disco.00017.wav,disco
pop.00039.wav,pop
metal.00092.wav,metal
classical.00063.wav,classical
metal.00069.wav,metal
pop.00056.wav,pop
pop.00047.wav,pop
rock.00057.wav,rock
reggae.00039.wav,reggae
metal.00036.wav,metal
metal.00055.wav,metal
country.00042.wav,country
blues.00088.wav,blues
blues.00041.wav,blues
jazz.00040.wav,jazz
jazz.00036.wav,jazz
metal.00083.wav,metal
reggae.00045.wav,reggae
hiphop.00016.wav,hiphop
pop.00093.wav,pop
country.00064.wav,country
pop.00099.wav,pop
classical.00029.wav,classical
disco.00054.wav,disco
disco.00078.wav,disco
blues.00046.wav,blues
hiphop.00012.wav,hiphop
rock.00058.wav,rock
rock.00064.wav,rock
jazz.00003.wav,jazz
reggae.00044.wav,reggae
rock.00076.wav,rock
country.00089.wav,country
reggae.00008.wav,reggae
classical.00067.wav,classical
hiphop.00054.wav,hiphop
hiphop.00073.wav,hiphop
metal.00035.wav,metal
disco.00098.wav,disco
disco.00099.wav,disco
hiphop.00039.wav,hiphop
hiphop.00045.wav,hiphop
hiphop.00076.wav,hiphop
hiphop.00078.wav,hiphop
metal.00034.wav,metal
metal.00040.wav,metal
metal.00041.wav,metal
metal.00042.wav,metal
metal.00043.wav,metal
metal.00044.wav,metal
metal.00045.wav,metal
metal.00058.wav,metal
metal.00061.wav,metal
metal.00062.wav,metal
metal.00063.wav,metal
metal.00064.wav,metal
metal.00065.wav,metal
metal.00066.wav,metal
metal.00094.wav,metal
pop.00054.wav,pop
pop.00060.wav,pop
pop.00067.wav,pop
pop.00071.wav,pop
reggae.00081.wav,reggae
reggae.00082.wav,reggae
rock.00016.wav,rock
